Title,Author,Year,Ratings,Reviews,Cover_type,Price($)
Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,2013-01-01,4.3,466,Paperback,11.6
The Longest Ride,Nicholas Sparks,2013-01-01,4.6,30303,Hardcover,15.52
Life Code: The New Rules for Winning in the Real World,Phil McGraw,2013-01-01,4.4,4312,Hardcover,12.94
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,2013-01-01,4.5,10236,Hardcover,22.49
"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,2013-01-01,4.8,26092,Hardcover,20.99
StrengthsFinder 2.0,Gallup,2014-01-01,4.1,8719,Hardcover,20.96
Frozen (Little Golden Book),RH Disney,2014-01-01,4.7,8214,Hardcover,1.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,2014-01-01,4.6,11767,Paperback,4.99
The Fault in Our Stars,John Green,2014-01-01,4.6,160020,Paperback,11.69
Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,2014-01-01,4.6,29809,Hardcover,10.97
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,2014-01-01,4.5,19751,Hardcover,18.99
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,2014-01-01,4.6,22530,Hardcover,15.86
The Blood of Olympus (The Heroes of Olympus),Rick Riordan,2014-01-01,4.8,41898,Hardcover,11.48
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,2014-01-01,4.9,43004,Hardcover,8.89
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2014-01-01,4.7,75431,Paperback,12.49
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,2014-01-01,4.6,4966,Paperback,5.9
The Day the Crayons Quit,Drew Daywalt,2014-01-01,4.8,22782,Hardcover,9.4
Divergent,Veronica Roth,2014-01-01,4.7,17844,Paperback,12.85
The Fault in Our Stars,John Green,2014-01-01,4.6,160020,Hardcover,10.8
"Oh, the Places You'll Go!  ",Dr. Seuss,2014-01-01,4.9,48035,Hardcover,7.49
To Kill a Mockingbird,Harper Lee,2014-01-01,4.7,130590,Mass Market Paperback,21.34
Gone Girl,Gillian Flynn,2014-01-01,4.1,161550,Paperback,12.9
The Book Thief,Markus Zusak,2014-01-01,4.6,67269,Paperback,7.83
The Official SAT Study Guide,The College Board,2014-01-01,4.4,1558,Paperback,1.87
Humans of New York,Brandon Stanton,2014-01-01,4.8,5582,Hardcover,15.67
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,2014-01-01,4.1,124189,Hardcover,18.5
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,2014-01-01,4.7,13022,Paperback,93.49
Wonder,R. J. Palacio,2014-01-01,4.7,83319,Hardcover,9.4
The Book with No Pictures,B. J. Novak,2014-01-01,4.8,19065,Hardcover,9.9
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,2014-01-01,4.9,5471,Hardcover,10.99
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,2014-01-01,4.7,4964,Paperback,22.76
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,2014-01-01,4.5,5945,Paperback,4.99
JOURNEY TO THE ICE P,RH Disney,2014-01-01,4.6,1100,Paperback,7.11
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2014-01-01,4.5,12971,Paperback,15.38
Little Blue Truck,Alice Schertle,2014-01-01,4.9,1961,Board book,1.0
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,2014-01-01,4.6,2438,Hardcover,18.29
First 100 Words: A Padded Board Book,Roger Priddy,2014-01-01,4.7,37033,Board book,4.78
If I Stay,Gayle Forman,2014-01-01,4.3,25829,Paperback,8.77
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,2014-01-01,4.7,51205,Mass Market Paperback,34.39
Divergent / Insurgent,Veronica Roth,2014-01-01,4.5,60255,Hardcover,9.44
Capital in the Twenty First Century,Thomas Piketty,2014-01-01,4.5,5345,Hardcover,19.27
Orphan Train,Christina Baker Kline,2014-01-01,4.5,78920,Paperback,14.99
Mindset: The New Psychology of Success,Carol S. S. Dweck,2014-01-01,4.6,23649,Paperback,11.66
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2014-01-01,4.7,111894,Paperback,10.3
The Very Hungry Caterpillar,Eric Carle,2014-01-01,4.9,59834,Board book,5.57
All the Light We Cannot See,Anthony Doerr,2014-01-01,4.5,215225,Hardcover,15.15
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,2014-01-01,4.5,10863,Hardcover,13.95
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2014-01-01,4.7,75431,Hardcover,15.68
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2014-01-01,4.6,15069,Hardcover,22.99
The Alchemist,Paulo Coelho,2014-01-01,4.7,3977,Paperback,18.62
Looking for Alaska,John Green,2014-01-01,4.5,31761,Paperback,7.64
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2014-01-01,4.4,15470,Paperback,6.84
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,2014-01-01,4.6,82119,Paperback,16.99
Love You Forever,Robert Munsch,2014-01-01,4.9,59707,Paperback,4.98
The Maze Runner (Book 1),James Dashner,2014-01-01,4.4,42412,Paperback,8.46
Allegiant,Veronica Roth,2014-01-01,4.1,66896,Hardcover,11.72
Yes Please,Amy Poehler,2014-01-01,4.2,20537,Hardcover,14.52
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,2014-01-01,4.6,12414,Hardcover,20.14
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2014-01-01,4.7,107961,Paperback,7.74
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2014-01-01,4.7,9405,Paperback,19.65
41: A Portrait of My Father,George W. Bush,2014-01-01,4.6,5029,Hardcover,11.0
Minecraft: The Complete Handbook Collection,Stephanie Milton,2014-01-01,4.8,1434,Hardcover,53.0
Frozen: A Tale of Two Sisters,Melissa Lagonegro,2014-01-01,4.4,2249,Paperback,5.99
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,2014-01-01,4.9,10201,Hardcover,11.36
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2014-01-01,4.7,40372,Paperback,12.85
Divergent / Insurgent / Allegiant,Veronica Roth,2014-01-01,4.6,4662,Hardcover,58.68
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,2014-01-01,4.6,24987,Paperback,10.49
Flash Boys,Michael Lewis,2014-01-01,4.5,17846,Hardcover,16.45
Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,2014-01-01,4.9,4885,Hardcover,11.63
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2014-01-01,4.9,28326,Board book,5.0
The Going To Bed Book,Sandra Boynton,2014-01-01,4.8,17469,Board book,3.97
The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,2014-01-01,4.7,10483,Hardcover,29.49
The Real ACT Prep Guide,ACT,2014-01-01,4.4,816,Paperback,53.9
Gray Mountain: A Novel,John Grisham,2014-01-01,4.0,86436,Hardcover,13.85
What to Expect When You're Expecting,Heidi Murkoff,2014-01-01,4.8,32912,Paperback,17.43
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,2014-01-01,4.9,12651,Hardcover,11.69
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,2014-01-01,4.5,17084,Hardcover,14.94
The Invention of Wings,Sue Monk Kidd,2014-01-01,4.5,53626,Hardcover,15.23
Lord of the Flies,William Golding,2014-01-01,4.5,45624,Mass Market Paperback,5.79
Night (Night),Elie Wiesel,2014-01-01,4.7,20176,Paperback,6.27
The Catcher in the Rye,J.D. Salinger,2014-01-01,4.4,37763,Mass Market Paperback,8.93
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,2014-01-01,4.6,289,Hardcover,14.0
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,2014-01-01,4.8,26302,Paperback,7.93
"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,2014-01-01,4.7,8688,Hardcover,17.27
Fahrenheit 451,Ray Bradbury,2014-01-01,4.6,48410,Paperback,8.36
"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,2014-01-01,4.9,22805,Hardcover,11.4
Paper Towns,John Green,2014-01-01,4.2,35557,Paperback,7.68
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,2014-01-01,4.6,6473,Paperback,7.59
1984,George Orwell,2014-01-01,4.6,110330,Mass Market Paperback,7.48
The Outsiders,S. E. Hinton,2014-01-01,4.8,36161,Paperback,5.74
MONEY Master the Game: 7 Simple Steps to Financial Freedom (Tony Robbins Financial Freedom),Tony Robbins,2014-01-01,4.6,13493,Hardcover,17.29
Goodnight Moon,Margaret Wise Brown,2014-01-01,4.9,27618,Board book,5.36
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2014-01-01,4.5,32115,Paperback,12.85
Revival: A Novel,Stephen King,2014-01-01,4.2,30145,Hardcover,13.8
Giraffes Can't Dance (Board Book),Giles Andreae,2014-01-01,4.8,28899,Board book,5.94
Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,2014-01-01,4.7,870,Hardcover,15.92
Of Mice and Men,John Steinbeck,2014-01-01,4.6,38488,Mass Market Paperback,9.38
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,2014-01-01,4.7,37683,Paperback,21.45
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,2014-01-01,4.6,11999,Paperback,16.99
A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,2014-01-01,4.6,738,Paperback,1.05
The Giver (Giver Quartet),Lois Lowry,2014-01-01,4.6,39207,Mass Market Paperback,24.33
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,2014-01-01,4.9,37117,Board book,4.59
Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,Danielle Walker,2014-01-01,4.7,3570,Paperback,17.48
Minecraft: Essential Handbook,Stephanie Milton,2014-01-01,4.7,908,Hardcover,14.17
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,2014-01-01,4.5,8445,Hardcover,18.29
First 100 Words: A Padded Board Book,Roger Priddy,2015-01-01,4.7,37033,Board book,4.78
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2015-01-01,4.5,58654,Hardcover,8.89
Laugh-Out-Loud Jokes for Kids,Rob Elliott,2015-01-01,4.6,11767,Paperback,4.99
Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,2015-01-01,4.7,15464,Paperback,12.15
StrengthsFinder 2.0,Gallup,2015-01-01,4.1,8179,Hardcover,20.96
Go Set a Watchman: A Novel,Harper Lee,2015-01-01,3.8,52440,Hardcover,14.99
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,2015-01-01,4.7,8299,Paperback,11.97
All the Light We Cannot See,Anthony Doerr,2015-01-01,4.5,215225,Hardcover,15.15
The Girl on the Train,Paula Hawkins,2015-01-01,4.1,492067,Hardcover,11.11
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,2015-01-01,4.5,4338,Paperback,6.91
Diary of a Wimpy Kid #10: Old School,Jeff Kinney,2015-01-01,4.7,31174,Hardcover,12.95
To Kill a Mockingbird,Harper Lee,2015-01-01,4.7,130590,Mass Market Paperback,21.34
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,2015-01-01,4.6,3984,Paperback,7.99
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,2015-01-01,4.5,3190,Paperback,8.49
Humans of New York : Stories,Brandon Stanton,2015-01-01,4.9,5377,Hardcover,15.69
The Martian,Andy Weir,2015-01-01,4.6,170715,Paperback,10.41
"Oh, the Places You'll Go!  ",Dr. Seuss,2015-01-01,4.9,48035,Hardcover,7.49
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,2015-01-01,4.5,5945,Paperback,4.99
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2015-01-01,4.9,28326,Board book,5.0
The Day the Crayons Quit,Drew Daywalt,2015-01-01,4.8,22782,Hardcover,9.4
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,2015-01-01,4.6,82119,Paperback,16.99
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,2015-01-01,4.9,43004,Hardcover,8.89
Mindset: The New Psychology of Success,Carol S. S. Dweck,2015-01-01,4.6,23649,Paperback,11.66
"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,2015-01-01,4.5,117813,Paperback,12.76
Creative Haven Creative Cats Coloring Book (Adult Coloring Books: Pets),Marjorie Sarnat,2015-01-01,4.8,5208,Paperback,5.99
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2015-01-01,4.7,111894,Paperback,10.3
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2015-01-01,4.8,89698,Paperback,8.39
Balance (Angie’s Extreme Stress Menders),Angie Grace,2015-01-01,4.6,2289,Paperback,11.95
Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),Marjorie Sarnat,2015-01-01,4.7,5322,Paperback,5.38
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2015-01-01,4.6,15069,Hardcover,22.99
Giraffes Can't Dance (Board Book),Giles Andreae,2015-01-01,4.8,28899,Board book,5.94
Wonder,R. J. Palacio,2015-01-01,4.7,83319,Hardcover,9.4
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2015-01-01,4.7,9405,Paperback,19.65
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2015-01-01,4.7,107961,Paperback,7.74
Being Mortal: Medicine and What Matters in the End,Atul Gawande,2015-01-01,4.7,44847,Hardcover,16.06
Love You Forever,Robert Munsch,2015-01-01,4.9,59707,Paperback,4.98
The Very Hungry Caterpillar,Eric Carle,2015-01-01,4.9,59834,Board book,5.57
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2015-01-01,4.5,12971,Paperback,15.38
Between the World and Me,Ta-Nehisi Coates,2015-01-01,4.6,39082,Hardcover,13.59
Baby Touch and Feel: Animals,DK,2015-01-01,4.7,11042,Board book,5.67
The Book with No Pictures,B. J. Novak,2015-01-01,4.8,19065,Hardcover,9.9
The Wright Brothers,David McCullough,2015-01-01,4.5,20258,Hardcover,17.1
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Adult Coloring Books: Animals),Marty Noble,2015-01-01,4.6,2650,Paperback,5.39
The Nightingale: A Novel,Kristin Hannah,2015-01-01,4.7,284317,Hardcover,15.73
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",Ree Drummond,2015-01-01,4.8,8490,Hardcover,15.69
What Pet Should I Get? (Classic Seuss),Dr. Seuss,2015-01-01,4.8,6554,Hardcover,9.4
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,2015-01-01,4.5,12774,Hardcover,18.94
Harry Potter Coloring Book,Scholastic,2015-01-01,4.8,15766,Paperback,11.6
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,2015-01-01,4.5,42393,Mass Market Paperback,9.99
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2015-01-01,4.6,16485,Hardcover,16.26
Diary of a Minecraft Zombie Book 1: A Scare of A Dare (Minecraft Adventure),Zack Zombie,2015-01-01,4.7,18650,Paperback,1.15
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2015-01-01,4.4,15470,Paperback,6.84
Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford,2015-01-01,4.7,8252,Paperback,14.95
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,2015-01-01,4.6,12414,Hardcover,20.14
The Official SAT Study Guide,The College Board,2015-01-01,4.4,1558,Paperback,1.87
10-Day Green Smoothie Cleanse,JJ Smith,2015-01-01,4.7,37683,Paperback,9.89
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2015-01-01,4.7,40372,Paperback,12.85
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,2015-01-01,4.9,37117,Board book,4.59
The Day the Crayons Came Home,Drew Daywalt,2015-01-01,4.8,5814,Hardcover,12.72
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,2015-01-01,4.6,22530,Hardcover,15.86
Paper Towns,John Green,2015-01-01,4.2,35557,Paperback,7.68
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2015-01-01,4.7,75431,Paperback,12.49
Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Laurence J. Kotlikoff,2015-01-01,4.2,3546,Hardcover,8.88
"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer",Rick Riordan,2015-01-01,4.7,22904,Hardcover,11.46
Dragons Love Tacos,Adam Rubin,2015-01-01,4.8,18114,Hardcover,9.92
Fahrenheit 451,Ray Bradbury,2015-01-01,4.6,48410,Paperback,8.36
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,2015-01-01,4.8,26302,Paperback,7.93
Potty (Leslie Patricelli board books),Leslie Patricelli,2015-01-01,4.7,13739,Board book,8.99
Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,2015-01-01,4.5,4406,Hardcover,17.69
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,2015-01-01,4.4,31180,Hardcover,19.75
The Going To Bed Book,Sandra Boynton,2015-01-01,4.8,17469,Board book,3.97
"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Ali Maffucci,2015-01-01,4.4,3851,Paperback,10.68
Mystical Mandala Coloring Book (Dover Mandala Coloring Books),Alberta Hutchinson,2015-01-01,4.5,2993,Paperback,3.99
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,2015-01-01,4.7,13022,Paperback,93.49
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,2015-01-01,4.6,4966,Paperback,5.9
The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,2015-01-01,4.0,8936,Hardcover,12.0
Night (Night),Elie Wiesel,2015-01-01,4.7,20176,Paperback,6.27
What to Expect When You're Expecting,Heidi Murkoff,2015-01-01,4.8,32912,Paperback,17.43
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,2015-01-01,4.9,12651,Hardcover,11.69
The Road to Character,David Brooks,2015-01-01,4.3,6037,Hardcover,21.98
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,2015-01-01,4.8,13573,Board book,5.0
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,2015-01-01,4.6,140761,Paperback,11.15
Guess How Much I Love You,Sam McBratney,2015-01-01,4.8,5519,Board book,13.28
"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,2015-01-01,4.7,1827,Paperback,9.99
Little Blue Truck,Alice Schertle,2015-01-01,4.9,1961,Board book,1.0
The Outsiders,S. E. Hinton,2015-01-01,4.8,36161,Paperback,5.74
"Thinking, Fast and Slow",Daniel Kahneman,2015-01-01,4.6,40490,Paperback,11.29
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,2015-01-01,4.6,6473,Paperback,7.59
1984,George Orwell,2015-01-01,4.6,110330,Mass Market Paperback,7.48
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,2015-01-01,4.6,11999,Paperback,16.99
Emotional Intelligence 2.0,Travis Bradberry,2015-01-01,4.5,12653,Hardcover,14.98
For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,2015-01-01,4.6,3681,Hardcover,9.5
Press Here (Herve Tullet),Herve Tullet,2015-01-01,4.8,14246,Hardcover,11.77
Little Blue Truck board book,Alice Schertle,2015-01-01,4.9,8207,Board book,1.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,2015-01-01,4.9,52438,Board book,4.94
A Long Walk to Water: Based on a True Story,Linda Sue Park,2015-01-01,4.7,23696,Paperback,7.0
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,2015-01-01,4.7,51205,Mass Market Paperback,34.39
Rogue Lawyer: A Novel,John Grisham,2015-01-01,4.0,63244,Hardcover,15.18
Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),Lilt Kids Coloring Books,2015-01-01,4.5,1069,Paperback,5.87
Lord of the Flies,William Golding,2015-01-01,4.5,45624,Mass Market Paperback,5.79
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,2016-01-01,4.3,101765,Hardcover,13.51
StrengthsFinder 2.0,Gallup,2016-01-01,4.1,8179,Hardcover,20.96
First 100 Words: A Padded Board Book,Roger Priddy,2016-01-01,4.7,37033,Board book,4.78
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2016-01-01,4.5,58654,Hardcover,8.89
"Oh, the Places You'll Go!  ",Dr. Seuss,2016-01-01,4.9,48035,Hardcover,7.49
Diary of a Wimpy Kid #11: Double Down,Jeff Kinney,2016-01-01,4.7,28310,Hardcover,8.96
When Breath Becomes Air,Paul Kalanithi,2016-01-01,4.7,99710,Hardcover,17.34
Giraffes Can't Dance (Board Book),Giles Andreae,2016-01-01,4.8,28899,Board book,5.94
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2016-01-01,4.8,89698,Paperback,8.39
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2016-01-01,4.6,16485,Hardcover,16.26
A Man Called Ove: A Novel,Fredrik Backman,2016-01-01,4.6,186142,Paperback,10.93
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,2016-01-01,4.6,21298,Hardcover,19.36
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2016-01-01,4.7,111894,Paperback,10.3
The Magnolia Story,Chip Gaines,2016-01-01,4.7,21906,Hardcover,12.0
Laugh-Out-Loud Jokes for Kids,Rob Elliott,2016-01-01,4.6,11767,Paperback,4.99
To Kill a Mockingbird,Harper Lee,2016-01-01,4.7,130590,Mass Market Paperback,21.34
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,2016-01-01,4.3,95584,Hardcover,13.0
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,2016-01-01,4.6,15136,Hardcover,13.39
Hamilton: The Revolution,Lin-Manuel Miranda,2016-01-01,4.9,14250,Hardcover,26.13
The Girl on the Train,Paula Hawkins,2016-01-01,4.1,492067,Paperback,10.33
Mindset: The New Psychology of Success,Carol S. S. Dweck,2016-01-01,4.6,23649,Paperback,11.66
"The Official SAT Study Guide, 2016 Edition",The College Board,2016-01-01,4.4,1119,Paperback,2.95
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2016-01-01,4.7,107961,Paperback,7.74
Milk and Honey,Rupi Kaur,2016-01-01,4.7,60326,Paperback,7.83
The Going To Bed Book,Sandra Boynton,2016-01-01,4.8,17469,Board book,3.97
Born to Run,Bruce Springsteen,2016-01-01,4.6,12963,Hardcover,16.99
Alexander Hamilton,Ron Chernow,2016-01-01,4.7,31808,Paperback,12.64
The Very Hungry Caterpillar,Eric Carle,2016-01-01,4.9,59834,Board book,5.57
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2016-01-01,4.7,9405,Paperback,19.65
The Constitution of the United States,Delegates of the Constitutional Convention,2016-01-01,4.9,5978,Pamphlet,1.5
Wonder,R. J. Palacio,2016-01-01,4.7,83319,Hardcover,9.4
The Wonderful Things You Will Be,Emily Winfield Martin,2016-01-01,4.9,28456,Hardcover,9.4
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2016-01-01,4.7,45565,Paperback,8.89
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2016-01-01,4.6,15069,Hardcover,22.99
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,2016-01-01,4.7,5245,Paperback,1.24
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2016-01-01,4.5,12971,Paperback,15.38
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,2016-01-01,4.7,11137,Hardcover,15.69
Between the World and Me,Ta-Nehisi Coates,2016-01-01,4.6,39082,Hardcover,13.59
Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,2016-01-01,4.6,21343,Paperback,6.14
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2016-01-01,4.9,28326,Board book,5.0
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,2016-01-01,4.9,43004,Hardcover,8.89
Night (Night),Elie Wiesel,2016-01-01,4.7,20176,Paperback,6.27
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,2016-01-01,4.9,112387,Paperback,45.44
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,2016-01-01,4.9,25678,Hardcover,21.34
10-Day Green Smoothie Cleanse,JJ Smith,2016-01-01,4.7,37683,Paperback,9.89
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,2016-01-01,4.7,11661,Paperback,10.49
The Nightingale: A Novel,Kristin Hannah,2016-01-01,4.7,284317,Hardcover,15.73
